hidden_segment,age,income_k,monthly_visits,avg_spend,online_ratio,coupon_usage,return_rate
digital,27.1684,4.0,11.0988,158.6783,0.9732,0.1823,0.1112
digital,23.166,22.634,7.6079,268.0136,0.9629,0.3204,0.0357
digital,32.4497,21.7848,9.0854,134.6839,0.7291,0.1223,0.0178
digital,34.759,18.7362,11.5556,266.5466,0.8157,0.2038,0.0839
price_sensitive,33.4702,14.0357,3.5531,116.1498,0.3051,0.6362,0.1675
family,40.0506,24.5399,3.8626,425.1,0.07,0.3374,0.0476
premium,35.2919,31.666,6.0125,527.9828,0.3146,0.0627,0.0557
price_sensitive,31.9285,9.1466,4.031,214.8624,0.3685,0.4183,0.0622
price_sensitive,35.3012,15.2995,7.8564,100.7692,0.273,0.2589,0.129
price_sensitive,34.6616,13.6352,8.1145,162.7825,0.2246,0.4194,0.0919
family,34.5315,26.795,8.5035,260.6885,0.1463,0.3429,0.0753
price_sensitive,48.9359,6.8621,2.6242,107.183,0.218,0.5562,0.0551
family,48.8828,17.961,5.8987,258.8701,0.3037,0.2464,0.027
price_sensitive,23.7884,15.5074,6.7177,88.2672,0.3388,0.5153,0.1038
digital,35.555,13.9049,7.2981,204.1705,0.6955,0.18,0.1505
family,32.3975,34.6407,7.9136,407.0085,0.1757,0.3335,0.0693
price_sensitive,40.4428,15.964,8.2801,253.8173,0.5665,0.6641,0.0824
digital,26.0203,17.1425,9.1948,110.4654,0.8627,0.3359,0.0665
family,39.1683,18.8557,8.3772,242.2052,0.2566,0.2247,0.1029
digital,26.763,22.1574,8.2753,250.3489,0.6138,0.1577,0.0072
premium,61.5041,36.9541,4.6264,590.3996,0.4343,0.0984,0.0894
digital,24.2891,19.8912,9.9312,249.9696,0.6982,0.218,0.1794
family,21.4329,11.8494,3.9092,521.8744,0.2526,0.1997,0.0465
price_sensitive,31.673,8.678,6.5076,150.8269,0.241,0.6426,0.1836
digital,23.4891,19.637,11.0651,186.1864,0.7553,0.2263,0.0936
price_sensitive,48.1348,9.6923,5.6271,120.4228,0.3536,0.4654,0.0729
family,44.4387,35.2587,6.8821,310.4475,0.3562,0.4843,0.094
price_sensitive,30.6093,15.3211,4.3182,83.9048,0.2847,0.5078,0.1679
family,23.6659,27.7544,7.9702,255.8268,0.3095,0.2485,0.0601
digital,23.5004,10.7522,8.6104,174.2078,0.818,0.3352,0.2702
premium,44.7916,39.1607,3.9566,501.2416,0.3815,0.1035,0.1649
family,43.5348,19.9882,6.8081,375.7865,0.4375,0.3998,0.0691
family,43.5872,16.2344,7.9786,331.5739,0.2482,0.5256,0.0361
family,47.0974,19.4734,6.2851,241.6121,0.3312,0.2666,0.0484
premium,40.868,30.2464,8.6192,665.4287,0.3879,0.2651,0.155
digital,29.2209,14.8815,9.1808,191.3056,0.702,0.1965,0.1313
digital,20.7708,21.6235,7.9435,204.1031,0.7158,0.1404,0.0922
digital,36.9117,25.8608,13.4907,89.8737,0.6221,0.1042,0.1
premium,33.0058,36.4179,5.6046,565.8204,0.4257,0.2405,0.0595
digital,23.8825,8.4343,7.9419,248.6644,0.6256,0.2962,0.1271
price_sensitive,42.6291,19.768,8.1211,101.7134,0.4664,0.3,0.068
price_sensitive,40.6035,14.013,5.7372,181.4398,0.1312,0.49,0.0643
digital,25.1071,19.4317,6.2014,104.3333,0.6694,0.2189,0.0729
digital,30.2972,16.6402,6.675,192.2902,0.5329,0.0601,0.0
family,33.2943,12.8634,9.6576,306.8643,0.2773,0.1366,0.0511
digital,31.6252,11.2434,7.1085,112.9964,0.9535,0.1628,0.2161
family,36.4485,36.0617,8.9228,479.9287,0.4513,0.2783,0.0415
digital,26.1671,7.4839,9.7296,168.0665,0.6684,0.065,0.1452
price_sensitive,22.4309,14.5018,5.5503,188.3903,0.3406,0.6068,0.1004
premium,41.2499,39.2444,5.494,477.9086,0.2494,0.1668,0.0536
premium,48.4362,41.8139,8.025,692.1689,0.4207,0.1738,0.0664
premium,33.6346,33.4488,6.26,418.2027,0.6355,0.2124,0.0713
family,43.3845,27.7596,9.4769,250.8942,0.3505,0.2163,0.0284
family,28.3363,20.6355,4.5153,428.0299,0.2748,0.2594,0.062
family,49.3053,21.9568,9.1017,387.991,0.5006,0.3881,0.0654
family,42.0766,21.7331,7.8693,186.5028,0.2068,0.2054,0.0382
family,30.7343,13.697,5.0206,388.294,0.4428,0.4279,0.0595
price_sensitive,44.9096,16.0203,4.4347,116.7462,0.6351,0.4238,0.1027
premium,34.3273,29.816,7.0592,499.9946,0.5311,0.0494,0.0948
family,34.0239,20.158,6.9069,256.4418,0.311,0.2058,0.0514
digital,32.3441,16.1217,8.9449,203.9726,0.6133,0.3755,0.2086
price_sensitive,29.9382,12.5796,5.5781,141.4527,0.3031,0.3626,0.095
digital,18.0,28.9279,4.9126,85.8198,0.696,0.108,0.1239
digital,36.2998,28.6409,10.6526,187.2143,0.5685,0.0585,0.131
digital,20.6396,14.2137,9.7656,206.6524,0.8488,0.2316,0.1228
family,37.1914,22.1894,6.7125,253.6863,0.3478,0.1916,0.026
digital,33.5497,23.8899,10.3508,70.876,0.778,0.2096,0.1472
family,31.5577,16.5327,3.9945,219.4794,0.505,0.4784,0.1255
digital,23.3724,19.2569,9.9043,247.2861,0.7185,0.2228,0.0652
digital,28.6692,22.69,11.3857,180.233,0.5976,0.0925,0.1155
price_sensitive,21.5359,17.882,6.8702,111.8914,0.4966,0.4622,0.0799
premium,46.0482,16.1682,6.1761,573.4457,0.4798,0.0,0.0831
family,26.9552,23.2055,6.1988,330.6539,0.3708,0.3335,0.0719
family,52.8316,23.8202,10.2936,281.1713,0.4568,0.3633,0.0894
price_sensitive,27.6877,16.4382,5.415,127.492,0.3849,0.529,0.1256
digital,26.1096,8.1675,9.0893,306.6045,0.7128,0.3134,0.0866
digital,30.0956,17.922,8.3073,145.0514,0.8586,0.1533,0.0788
price_sensitive,33.1426,9.1966,6.2302,144.0153,0.6501,0.5918,0.0611
family,24.5357,25.2195,7.2467,259.0904,0.4383,0.1444,0.0475
digital,26.1699,12.9305,11.3217,82.8191,0.7226,0.1773,0.1475
family,37.9709,18.7003,7.3878,265.0167,0.3911,0.2734,0.0666
price_sensitive,36.888,21.4213,5.1746,196.5285,0.2983,0.4338,0.0615
price_sensitive,18.0,9.0777,5.0055,132.8451,0.0373,0.3588,0.0253
family,37.2209,18.0446,8.4521,172.9229,0.0944,0.2593,0.0728
price_sensitive,33.5545,6.612,4.9376,226.7953,0.5389,0.3584,0.1855
premium,55.8325,26.8506,6.7141,499.4764,0.4074,0.2297,0.1508
price_sensitive,40.5982,13.7956,4.0017,164.157,0.3495,0.4626,0.084
premium,30.7118,34.462,3.4746,598.1328,0.5542,0.0983,0.0517
price_sensitive,34.3126,9.4968,6.7492,121.0913,0.5514,0.4513,0.025
digital,27.5852,20.9334,12.1726,239.7093,0.6868,0.1094,0.136
premium,43.3047,25.4532,6.3278,465.3237,0.4887,0.2389,0.0593
premium,31.1098,45.4596,3.7792,522.4797,0.4712,0.1464,0.1099
premium,38.7775,35.4579,2.6826,523.4023,0.4424,0.2454,0.1145
family,39.3347,20.6441,7.2457,286.7087,0.4431,0.3297,0.0576
digital,26.2295,20.6457,10.0885,197.1463,0.6991,0.154,0.1603
digital,24.4497,12.3673,9.9899,196.8402,0.6235,0.2799,0.1429
family,44.8838,23.3756,7.8409,361.4369,0.31,0.306,0.0481
family,32.5336,23.892,8.0837,261.7634,0.3035,0.4552,0.0
price_sensitive,34.4764,9.3967,4.5796,136.0296,0.2756,0.4278,0.1087
family,31.279,20.9043,10.4281,259.4932,0.4541,0.1854,0.0583
premium,43.1782,29.2496,3.3037,654.1664,0.4153,0.0867,0.0965
family,42.0165,19.4337,5.6433,243.5141,0.2856,0.3853,0.0629
price_sensitive,28.4539,9.8762,6.578,147.0012,0.3276,0.2203,0.099
family,31.3058,27.9922,9.4019,388.997,0.4646,0.5682,0.0646
family,36.0291,17.9315,7.048,254.1235,0.2652,0.2852,0.0534
price_sensitive,28.7803,13.8081,7.1609,105.1719,0.3916,0.5612,0.0785
family,31.5094,19.5162,3.8597,329.3494,0.3424,0.2403,0.0595
family,33.4116,25.9632,8.3206,441.6853,0.0898,0.259,0.0681
family,33.1406,28.8922,5.7903,263.8681,0.3151,0.2451,0.0661
price_sensitive,33.9935,5.5944,8.767,153.4223,0.523,0.3977,0.0697
family,39.6967,24.6834,9.5365,371.8131,0.4362,0.1899,0.0749
price_sensitive,31.6084,16.2439,7.6959,152.3488,0.4023,0.3027,0.1321
digital,21.4166,21.7976,7.9143,140.3652,0.6115,0.2064,0.3117
price_sensitive,37.2223,17.0602,7.9736,143.6309,0.2472,0.2008,0.0879
digital,28.7582,13.3659,8.2437,182.8662,0.7577,0.2092,0.1539
digital,21.8517,16.0343,8.4248,174.1903,0.7889,0.1535,0.1524
digital,28.1592,16.8084,8.5588,215.7049,0.6567,0.0614,0.1104
digital,23.3489,18.2715,8.6053,235.8248,0.6677,0.1832,0.1481
premium,51.2803,28.5523,4.9266,632.6144,0.7004,0.0,0.0077
premium,53.2763,25.1533,4.1952,534.2817,0.598,0.2209,0.0938
family,35.2468,18.9298,7.3659,397.0371,0.547,0.3553,0.0807
digital,39.8341,19.1273,8.9662,174.4533,0.8087,0.268,0.1632
price_sensitive,54.3701,16.3347,5.8408,132.5032,0.4654,0.5419,0.035
price_sensitive,54.4041,16.103,5.4825,172.6965,0.5249,0.418,0.0852
family,37.8369,18.2879,6.0556,327.4393,0.4021,0.2252,0.0942
family,27.0376,11.7389,6.3702,406.39,0.307,0.0806,0.076
digital,20.6285,22.1998,11.9017,176.8258,0.7146,0.1081,0.1145
price_sensitive,18.0,19.5506,6.5117,145.0706,0.3032,0.54,0.0362
price_sensitive,38.5425,14.2736,5.6724,127.7499,0.435,0.4196,0.0655
family,31.7383,18.5806,5.7833,335.982,0.2653,0.3662,0.027
price_sensitive,28.8468,10.8249,5.1258,168.64,0.3991,0.5241,0.102
family,39.8149,17.0839,5.7681,231.1187,0.2971,0.1634,0.0398
premium,51.9811,27.5665,4.9045,517.2131,0.8237,0.1812,0.0664
digital,25.8274,19.0821,11.4775,185.2414,0.98,0.2003,0.0746
price_sensitive,31.9375,17.7655,8.7949,190.3845,0.3916,0.2395,0.1156
premium,32.4494,32.3645,7.006,556.0283,0.362,0.0729,0.0533
family,38.2549,24.9356,7.7511,308.1019,0.2996,0.2498,0.1104
family,37.3897,12.3427,7.2688,372.4098,0.4909,0.3353,0.0728
family,37.2075,28.309,7.7554,301.5682,0.2119,0.3564,0.0873
price_sensitive,36.1295,24.6914,4.966,145.1067,0.458,0.3975,0.155
digital,25.9077,21.0799,11.7743,243.8382,0.7107,0.1554,0.0793
premium,32.4145,28.8159,4.1734,633.6057,0.5283,0.0673,0.0739
premium,45.054,23.1658,2.6981,489.1273,0.263,0.0937,0.0596
family,34.2227,29.9084,7.287,305.4619,0.4431,0.3456,0.0798
price_sensitive,31.4053,10.1326,4.7689,144.1683,0.5003,0.4653,0.1454
digital,28.0567,26.6771,7.5781,165.7058,0.8542,0.0763,0.2136
price_sensitive,35.1445,16.1863,5.4815,129.3828,0.2246,0.4726,0.1188
digital,21.5371,17.0168,10.363,198.7774,0.6491,0.2059,0.0372
price_sensitive,38.1471,12.9968,7.113,117.5901,0.5022,0.2894,0.1068
digital,40.4166,24.0541,10.7534,239.2422,0.6347,0.1452,0.0992
digital,34.6775,17.9038,11.3246,140.6548,0.6593,0.0984,0.1144
family,28.8425,24.1721,11.1408,194.086,0.4341,0.2311,0.0513
price_sensitive,28.4706,18.342,6.6318,152.4682,0.3907,0.4887,0.0966
premium,37.0697,40.8276,8.9119,589.0775,0.5016,0.0308,0.1003
price_sensitive,32.0561,13.0908,5.3308,135.6849,0.4738,0.4166,0.053
family,55.425,16.3896,7.3315,60.1958,0.3693,0.2225,0.118
family,31.1807,23.6127,6.811,290.3599,0.3078,0.0035,0.0109
price_sensitive,37.3887,13.4653,4.5893,97.6193,0.5217,0.3667,0.1231
family,46.1181,22.0863,6.3348,260.3197,0.4088,0.3803,0.092
premium,47.9909,17.6766,4.5298,474.189,0.4797,0.2629,0.0816
family,40.3611,25.5079,7.917,288.9374,0.3336,0.1608,0.0926
premium,48.1501,30.7147,6.1156,568.1858,0.6054,0.2525,0.0513
price_sensitive,24.3425,17.9928,5.715,134.3409,0.3914,0.3051,0.089
digital,28.0367,17.203,9.2376,84.312,0.7664,0.1949,0.1157
premium,51.2135,34.7932,5.0379,549.2217,0.4934,0.1337,0.1482
digital,34.5451,22.3598,11.7997,162.5897,0.6106,0.0902,0.1214
digital,29.6297,23.7996,7.5855,182.525,0.7495,0.1952,0.1471
price_sensitive,34.0579,17.8474,3.4885,108.2738,0.5047,0.5689,0.1111
price_sensitive,49.6566,18.0663,3.0769,152.4524,0.4961,0.5958,0.0131
family,33.7392,25.3869,4.3185,347.7234,0.3454,0.3055,0.0506
price_sensitive,24.4341,24.1961,9.4161,183.8364,0.3589,0.5551,0.0274
price_sensitive,36.0992,15.7775,5.0243,161.8916,0.3303,0.6698,0.1268
family,31.2705,21.6403,9.5525,412.6715,0.323,0.3402,0.0504
premium,35.0365,24.0799,5.9451,460.9234,0.5534,0.1551,0.0963
price_sensitive,20.2063,11.2354,6.9882,137.5727,0.5641,0.4256,0.0601
family,34.4087,31.3695,9.1365,352.5317,0.3737,0.2731,0.0604
price_sensitive,39.2474,10.3461,4.3753,222.8854,0.3892,0.5165,0.0686
family,38.5151,30.3195,2.8647,194.3879,0.4539,0.414,0.0356
price_sensitive,27.4835,18.7869,5.5962,137.9467,0.4198,0.31,0.0439
price_sensitive,28.4745,13.4141,5.0906,142.664,0.439,0.5048,0.1458
price_sensitive,37.8055,15.0923,7.2568,189.9641,0.3578,0.3302,0.0557
family,35.4255,28.7171,7.2305,235.9582,0.3597,0.2099,0.0357
family,34.6092,5.7749,6.4738,307.1993,0.4602,0.3283,0.0
family,24.5316,29.4934,5.445,350.4215,0.2038,0.171,0.0344
family,38.5567,4.3158,7.3527,241.2716,0.4159,0.1636,0.0601
premium,43.2539,20.202,6.5777,432.762,0.6851,0.2061,0.023
digital,23.5896,26.0844,8.8181,183.3055,0.8567,0.4417,0.1791
premium,40.5308,38.096,5.0031,518.6083,0.3437,0.1584,0.0693
digital,32.2115,10.5737,11.7109,87.88,0.7168,0.1814,0.1095
premium,36.5229,33.2031,3.9634,507.0355,0.4615,0.1007,0.0762
price_sensitive,48.5163,15.9221,7.9533,150.0576,0.2433,0.1704,0.0688
price_sensitive,24.7802,12.4993,2.0797,219.6483,0.3285,0.3836,0.1389
premium,28.2665,34.9541,6.7074,587.602,0.4268,0.099,0.0958
premium,41.8819,27.6334,6.0128,567.0019,0.5503,0.3838,0.0689
digital,33.9778,22.5806,5.8669,155.6555,0.8504,0.0195,0.2756
price_sensitive,33.35,9.958,7.0383,136.0516,0.4311,0.5496,0.0946
digital,27.3729,15.5527,7.4856,292.2445,0.7366,0.0879,0.0355
price_sensitive,45.0644,9.201,6.8928,117.2877,0.3297,0.4851,0.07
price_sensitive,24.5045,9.982,4.183,237.8664,0.3286,0.3979,0.1064
premium,38.723,23.1952,4.9985,198.9333,0.4106,0.0503,0.1084
family,41.2435,20.8758,8.8222,355.6218,0.3171,0.2933,0.0881
price_sensitive,40.709,11.2087,4.5611,171.3734,0.6556,0.5055,0.0416
family,38.4749,39.8828,7.2022,321.1698,0.3372,0.2813,0.0174
family,32.1652,26.7825,5.5623,397.6701,0.1953,0.237,0.0315
premium,47.5115,31.9689,6.1069,583.5469,0.5693,0.0179,0.0437
price_sensitive,39.231,12.3794,7.7222,124.7655,0.4408,0.6274,0.14
price_sensitive,30.3467,18.3629,6.4567,225.6051,0.3111,0.3204,0.0542
price_sensitive,39.7702,15.3591,6.2077,110.8934,0.4724,0.4796,0.102
price_sensitive,48.3141,11.6996,7.1405,151.7122,0.2797,0.7115,0.0233
price_sensitive,27.0634,16.8467,9.1823,198.0808,0.805,0.567,0.0834
family,49.2008,26.3855,4.364,226.5979,0.4665,0.3098,0.0266
price_sensitive,25.2796,12.4353,7.3979,244.115,0.4799,0.373,0.129
digital,40.3973,25.1131,11.3525,173.2008,0.7668,0.0753,0.1002
price_sensitive,39.7299,9.7842,7.3355,204.0073,0.4659,0.5694,0.0252
family,25.3572,9.9609,5.7727,359.0618,0.5767,0.1062,0.1025
family,40.9491,26.7167,7.3051,270.4488,0.2106,0.3203,0.0457
digital,25.1653,19.1084,9.227,186.9563,0.8321,0.1738,0.2594
family,32.2337,17.9374,4.2016,344.2358,0.3236,0.3942,0.0245
digital,29.0157,17.15,8.6414,255.9103,0.8646,0.1259,0.1094
price_sensitive,28.7919,19.745,5.8137,181.9703,0.3888,0.5526,0.1868
digital,24.008,23.1707,9.7392,216.8845,0.6204,0.2018,0.0576
price_sensitive,27.4506,20.8602,6.6921,146.8608,0.3897,0.48,0.0324
premium,36.0264,40.5829,5.627,565.6827,0.4329,0.0002,0.0767
digital,30.8792,11.6715,13.6814,136.858,0.7162,0.1382,0.1744
digital,23.4605,18.1871,7.2236,179.6995,0.8908,0.1019,0.1834
family,37.7909,21.8889,8.2606,259.3011,0.4426,0.4348,0.1377
price_sensitive,26.8645,18.7513,6.3611,170.7758,0.4641,0.5116,0.0862
premium,51.9309,28.4974,4.3947,498.067,0.3943,0.1926,0.0622
premium,36.3445,29.6179,5.8484,683.3763,0.3179,0.1186,0.1092
premium,44.7712,35.3582,3.3934,592.5533,0.4566,0.1262,0.0808
family,31.8044,22.4942,7.015,312.5968,0.1995,0.3296,0.0567
family,30.2816,22.8904,7.8506,225.1059,0.3541,0.3881,0.0795
digital,31.194,24.3292,8.6907,146.1623,0.5664,0.1526,0.1055
price_sensitive,21.736,8.8747,7.6771,156.3331,0.5479,0.3205,0.1049
price_sensitive,34.7217,18.5774,5.2064,152.7752,0.5545,0.4088,0.1144
premium,37.3302,21.7614,5.6831,594.8478,0.5317,0.0803,0.093
digital,30.3816,21.6322,9.5892,235.8932,0.7377,0.2542,0.1826
premium,43.6761,34.0399,5.9139,585.7455,0.4806,0.308,0.0306
family,29.1968,25.3836,6.7194,234.3186,0.2766,0.1756,0.129
price_sensitive,32.7141,16.905,7.7889,174.1845,0.6508,0.3072,0.026
digital,39.2015,20.3026,8.8289,222.3555,0.712,0.2393,0.0769
premium,40.528,54.3742,7.3154,546.6314,0.346,0.2791,0.0422
price_sensitive,32.8455,18.2611,7.2251,181.99,0.7143,0.4037,0.0784
digital,26.7921,17.5105,7.1116,233.777,0.7703,0.3093,0.1237
family,33.9934,20.1934,7.0185,226.0765,0.6426,0.3212,0.0345
digital,18.0,26.6076,10.008,110.2539,0.8431,0.047,0.1544
price_sensitive,34.1466,14.0804,3.2111,125.817,0.2873,0.2489,0.084
digital,30.7649,20.1134,7.784,203.5344,0.9029,0.0948,0.0246
family,52.8399,26.9188,7.0908,279.9929,0.3814,0.2351,0.042
price_sensitive,39.2522,11.8222,5.3346,167.9918,0.4611,0.5108,0.1261
family,38.2659,38.5448,4.5153,248.7114,0.3676,0.2272,0.0715
digital,34.6683,18.6988,6.3116,93.4096,0.7298,0.2286,0.0497
digital,24.7898,19.3977,11.3426,196.9105,0.8984,0.2596,0.0433
digital,27.6633,18.0675,10.0785,203.3826,0.6421,0.2003,0.1593
premium,35.0654,13.9529,3.5761,541.3085,0.4041,0.064,0.0576
price_sensitive,28.4094,4.5244,5.1219,107.6638,0.3622,0.5427,0.0402
family,39.8653,18.8911,5.8907,295.2675,0.1975,0.5084,0.0492
premium,38.2423,21.6118,5.8654,387.6471,0.5396,0.0223,0.1121
price_sensitive,29.4417,15.1548,5.439,126.0992,0.3835,0.5825,0.1176
premium,30.1165,27.773,5.9985,274.62,0.4262,0.1765,0.0745
digital,22.7941,21.9724,10.5761,146.7918,0.8914,0.148,0.1952
price_sensitive,30.893,19.6031,8.0235,96.2479,0.3959,0.4495,0.0984
family,31.1118,20.0897,3.4428,345.1238,0.3293,0.3118,0.0905
family,53.1595,25.3486,8.3737,492.6914,0.3336,0.4238,0.0549
price_sensitive,32.6466,13.6975,4.8044,73.7742,0.3474,0.2688,0.0379
digital,31.9254,21.2732,10.1155,119.5972,0.7471,0.1923,0.0359
family,41.6341,30.0401,4.1864,227.1602,0.3036,0.2912,0.0511
price_sensitive,35.5961,15.3175,6.0218,155.6496,0.4153,0.6097,0.0562
digital,28.224,16.161,10.4723,67.4843,0.7437,0.0638,0.1083
digital,36.2174,23.7635,7.7446,198.7576,0.8649,0.4165,0.1058
digital,28.9449,22.147,10.0591,210.5751,0.6631,0.1734,0.0135
family,38.6353,21.9101,7.4148,250.3114,0.5213,0.1675,0.0756
price_sensitive,34.3367,17.5476,7.1419,139.9554,0.3248,0.5584,0.0564
family,41.7446,17.7583,5.49,265.6588,0.3891,0.2943,0.037
price_sensitive,40.278,9.1895,3.0838,129.0602,0.5462,0.6362,0.0195
family,25.8514,29.552,8.1868,290.2737,0.2708,0.3055,0.0975
family,27.1529,6.6433,8.1233,375.0735,0.4953,0.4185,0.0333
price_sensitive,31.4666,14.164,4.8229,156.6714,0.5459,0.3887,0.1316
family,26.1917,24.2547,7.0517,550.2939,0.3756,0.2211,0.1348
digital,22.4633,13.7834,4.6998,186.584,0.759,0.0803,0.1414
family,28.4345,15.096,6.0993,291.7262,0.1783,0.2277,0.0443
price_sensitive,32.8629,14.9841,8.3543,195.8227,0.6841,0.2927,0.1126
family,35.6405,23.8991,6.179,352.6321,0.2458,0.4113,0.0406
digital,32.0447,13.8455,10.5437,192.795,0.71,0.1409,0.1145
premium,38.2802,31.7923,6.0621,464.6285,0.5793,0.128,0.097
premium,50.409,20.7472,4.7769,544.3318,0.3496,0.1464,0.0648
price_sensitive,18.0,14.1757,5.35,58.0417,0.3638,0.3034,0.1112
family,36.5139,12.3572,6.6072,199.25,0.3237,0.1535,0.0728
price_sensitive,30.3988,15.8392,6.3325,140.4691,0.3405,0.6225,0.0493
family,33.9302,10.5108,7.0222,351.6802,0.3107,0.199,0.0195
price_sensitive,29.3751,13.59,6.6491,138.9682,0.443,0.4553,0.1191
price_sensitive,40.7208,12.9075,5.307,70.2056,0.3482,0.2152,0.1293
family,35.3672,12.3144,7.4911,263.3454,0.3864,0.4208,0.0648
premium,40.0011,27.7173,6.4326,447.6478,0.5793,0.1346,0.1104
digital,31.4012,20.6459,7.9557,194.9853,0.9217,0.1247,0.0567
family,40.4275,25.8025,6.9302,202.2443,0.3541,0.3129,0.0953
family,33.1233,27.4847,6.3646,353.0287,0.5556,0.1652,0.1221
digital,20.6897,14.7158,6.8341,117.0431,0.6168,0.1835,0.1626
price_sensitive,38.8496,14.0693,5.7553,171.1552,0.2896,0.2726,0.0737
price_sensitive,39.1574,14.3666,6.6349,175.0003,0.3718,0.4717,0.0202
family,49.6249,23.8369,6.4858,270.9324,0.3892,0.1982,0.0653
premium,42.6297,28.9397,6.0316,646.6137,0.5881,0.0791,0.1302
digital,30.0742,6.8947,7.5914,64.2577,0.7482,0.2207,0.2098
family,34.9136,22.6866,7.3431,288.6738,0.4426,0.2571,0.0603
family,38.966,25.1611,9.4542,155.3178,0.402,0.2373,0.019
price_sensitive,33.4982,13.4301,5.7884,211.4359,0.2819,0.7075,0.0714
digital,27.6625,16.9627,8.3393,188.2317,0.7672,0.0,0.1902
price_sensitive,37.4652,14.7412,3.8279,154.4304,0.5965,0.4304,0.0241
digital,37.6811,13.8273,8.882,159.5824,0.8883,0.3157,0.1445
digital,25.8358,19.3023,12.6424,165.2748,0.7521,0.3038,0.1032
price_sensitive,33.108,6.8525,3.9196,154.9656,0.545,0.419,0.0485
digital,33.3449,19.9287,8.3111,183.9583,0.7397,0.1262,0.1655
digital,20.4145,25.025,9.4149,214.2757,0.7999,0.3361,0.1215
premium,24.4873,24.1979,6.3656,471.47,0.5987,0.0919,0.0473
price_sensitive,40.1795,13.9469,2.9746,188.8119,0.4897,0.4351,0.088
digital,21.1274,17.2284,10.9238,260.3374,0.5749,0.2603,0.0904
digital,32.1485,12.2794,8.4404,181.5045,0.7988,0.2708,0.0607
family,32.5411,18.6096,7.6369,303.4144,0.477,0.3607,0.0036
family,43.0987,30.1023,9.3201,332.9806,0.2387,0.3251,0.129
digital,36.7851,27.0341,7.0493,207.4885,0.6725,0.2584,0.1074
price_sensitive,25.0847,11.0732,3.6478,278.6921,0.3094,0.2942,0.173
price_sensitive,32.73,19.0776,7.8808,224.8289,0.4123,0.459,0.1352
digital,34.3997,15.1396,11.2187,175.8157,0.8156,0.1835,0.1741
premium,35.9245,39.4797,7.1314,412.863,0.4098,0.0944,0.0445
premium,39.6442,39.4577,5.3895,602.4443,0.5241,0.0059,0.1371
price_sensitive,42.3983,10.5503,7.0279,153.5536,0.5219,0.3686,0.1223
family,35.29,14.3324,9.412,379.7313,0.4151,0.2638,0.073
price_sensitive,26.1303,13.167,4.932,157.4833,0.5857,0.4461,0.1317
family,26.1481,27.0735,5.8425,376.922,0.1024,0.2687,0.1008
price_sensitive,36.9907,17.5182,6.991,131.5071,0.4004,0.7154,0.0672
premium,40.5268,34.0083,7.7372,622.9826,0.554,0.1633,0.0027
family,28.4036,21.1514,6.032,301.3341,0.3101,0.2593,0.0424
price_sensitive,25.7307,17.2305,6.6802,167.8598,0.4449,0.5848,0.0598
digital,29.4021,18.8103,5.7259,168.9195,0.7149,0.2139,0.1013
digital,29.1427,15.1187,6.7584,154.8179,0.7553,0.2056,0.0971
premium,47.8188,27.594,5.5159,528.1274,0.0801,0.0041,0.0389
price_sensitive,30.5198,16.4603,5.7157,235.0002,0.3545,0.4994,0.1062
price_sensitive,37.3537,13.6413,7.3311,74.4466,0.3239,0.3066,0.0849
premium,58.1349,34.5526,4.1585,545.2824,0.3364,0.1632,0.0852
price_sensitive,28.2963,4.0018,5.8487,158.4576,0.4108,0.6031,0.0717
premium,52.5868,28.1746,6.2352,715.0874,0.566,0.1528,0.0372
digital,24.4716,21.9903,8.5895,174.7599,0.6749,0.1652,0.1191
premium,48.0778,24.3205,5.3705,383.3984,0.3318,0.1603,0.0869
price_sensitive,36.7914,4.8701,3.3816,228.5984,0.3649,0.4764,0.0906
price_sensitive,35.2564,14.1117,6.3849,118.0063,0.4424,0.3844,0.0863
price_sensitive,21.4103,9.9841,5.1231,118.973,0.428,0.5495,0.0566
digital,26.3365,13.4075,7.3266,180.4668,0.7699,0.2887,0.191
family,32.1646,22.0569,5.4449,356.8725,0.5057,0.3548,0.0781
digital,28.2831,11.6029,7.8878,113.8528,0.7752,0.0,0.1148
premium,37.6314,29.4299,5.588,622.7957,0.5666,0.2637,0.0625
family,32.742,29.6981,8.4791,147.319,0.413,0.3108,0.1266
price_sensitive,37.0415,20.016,5.4043,174.9723,0.3384,0.5076,0.0653
family,34.0871,23.1225,10.2223,344.9208,0.0559,0.193,0.0748
family,41.5075,20.0135,6.0324,266.7503,0.1402,0.3151,0.0535
price_sensitive,38.0681,15.8926,4.6545,181.5242,0.3773,0.4939,0.1304
digital,24.6299,18.7175,11.7998,91.0578,0.817,0.0,0.1308
premium,55.9048,24.4853,3.1741,699.0904,0.3979,0.0015,0.0537
premium,39.92,33.9853,7.0349,494.6036,0.4555,0.0675,0.1175
price_sensitive,43.021,18.6817,5.7312,157.7167,0.5144,0.3492,0.138
family,25.726,26.5066,6.9667,257.8972,0.5384,0.2873,0.0977
premium,50.4451,32.1564,6.5245,538.2486,0.5166,0.0847,0.0
price_sensitive,32.8476,24.2827,5.6133,176.0912,0.2132,0.6705,0.0794
premium,40.2156,21.9908,5.7295,448.8169,0.5693,0.1424,0.1188
price_sensitive,33.8842,10.5844,2.9215,184.7569,0.4893,0.4211,0.1033
premium,46.9039,27.8744,5.2361,524.4161,0.3597,0.0272,0.1593
