tenure_months,monthly_fee,support_calls_90d,data_usage_gb,payment_delay_days,satisfaction_score,contract_type,internet_type,city_tier,auto_pay,senior_customer,churn
30,88.75,2,144.29,0,7.01,two_year,fiber,tier_1,yes,no,no
49,84.45,4,196.26,4,8.57,month_to_month,fiber,tier_3,yes,no,no
38,82.9,2,140.58,2,8.0,one_year,fiber,tier_2,no,no,yes
49,58.93,2,106.62,2,6.95,one_year,broadband,tier_3,yes,yes,no
3,98.14,1,152.68,1,8.42,month_to_month,broadband,tier_3,no,no,no
3,105.29,1,217.64,3,6.16,month_to_month,fiber,tier_3,no,no,no
62,92.44,1,173.35,0,6.87,month_to_month,broadband,tier_2,no,no,no
21,79.26,4,118.96,2,6.65,one_year,fiber,tier_1,yes,yes,no
35,90.8,4,52.47,1,7.48,two_year,broadband,tier_2,yes,no,no
39,80.61,0,133.89,2,7.84,one_year,fiber,tier_1,no,yes,no
53,132.94,3,146.71,2,9.6,one_year,fiber,tier_3,yes,yes,no
23,92.76,1,132.22,5,10.0,month_to_month,broadband,tier_2,no,no,yes
12,112.44,2,93.76,4,5.18,month_to_month,broadband,tier_2,yes,yes,yes
2,108.38,2,222.69,4,7.12,one_year,fiber,tier_2,yes,no,no
25,83.8,2,146.82,1,7.74,month_to_month,mobile,tier_2,yes,no,yes
40,80.91,3,188.43,1,6.46,one_year,broadband,tier_2,yes,yes,no
71,96.57,2,106.21,1,4.85,two_year,broadband,tier_3,yes,no,yes
63,83.18,2,175.03,4,3.17,month_to_month,mobile,tier_3,yes,no,yes
31,111.32,1,151.65,2,5.92,two_year,mobile,tier_2,no,yes,yes
11,98.36,1,124.65,4,7.05,one_year,fiber,tier_2,yes,no,no
14,101.06,2,158.81,2,7.06,month_to_month,broadband,tier_1,no,no,yes
22,68.16,4,129.56,1,4.43,month_to_month,broadband,tier_3,yes,no,yes
19,82.78,4,96.54,2,4.75,one_year,mobile,tier_1,yes,no,no
7,102.25,1,103.77,6,7.44,month_to_month,fiber,tier_3,yes,no,yes
59,111.6,2,133.16,9,6.21,month_to_month,fiber,tier_3,no,no,yes
6,55.64,3,99.14,3,6.27,one_year,broadband,tier_3,no,no,yes
28,121.33,2,125.48,0,5.02,month_to_month,broadband,tier_1,no,no,yes
5,83.33,4,135.36,1,6.96,month_to_month,fiber,tier_3,no,no,yes
64,93.95,0,47.94,4,5.85,one_year,broadband,tier_2,yes,yes,no
19,59.51,1,103.92,3,6.22,month_to_month,fiber,tier_2,no,no,yes
